Report Type : StationReport,,,,,,,,,
8/29/19,12:00 AM,,1.6,10.9,9.2,,0.025,,9.83
8/30/19,12:00 AM,,4.7,15.8,11.1,,0.019,,11.589
8/31/19,12:00 AM,0.73,7.8,19.1,11.2,,0.018,,10.536
9/1/19,12:00 AM,0.29,0.4,4.2,3.8,,0.026,,3.756
9/2/19,12:00 AM,0.35,1.4,9.3,7.8,,0.024,,8.589
9/3/19,12:00 AM,,17.9,35.5,17.6,,0.015,,18.977
9/4/19,12:00 AM,,3.6,14.4,10.8,,0.02,,11.829
9/5/19,12:00 AM,,2.8,17.7,14.8,,0.019,,14.927
9/6/19,12:00 AM,0.5,7,19.8,12.6,,0.02,,10.7
9/7/19,12:00 AM,0.39,6.2,14.7,8.4,,0.016,,9.683
9/8/19,12:00 AM,0.17,0.8,5.8,4.9,,0.019,,5.484
9/9/19,12:00 AM,0.19,0.9,7.3,6.3,,0.019,,7.206
9/10/19,12:00 AM,0.2,3.6,14.8,11.2,,0.016,,11.518
9/11/19,12:00 AM,0.17,1.8,10.5,8.6,,0.019,,8.604
9/12/19,12:00 AM,0.33,3,9.8,6.7,,0.02,,7.028
9/13/19,12:00 AM,0.14,0.5,4.9,4.3,,0.024,,4.75
9/14/19,12:00 AM,0.18,0.5,5.5,5,,0.023,,5.75
9/15/19,12:00 AM,0.17,0.5,6.4,5.8,,0.022,,6.551
9/16/19,12:00 AM,0.25,3,11.9,8.8,,0.015,,9.219
9/17/19,12:00 AM,0.18,1.1,7.3,6.1,,0.015,,7.11
9/18/19,12:00 AM,0.13,4.1,15.4,11.2,,0.016,,12.231
9/19/19,12:00 AM,0.65,14.9,29.7,14.8,,0.01,,15.738
9/20/19,12:00 AM,0.25,4.3,14.2,9.9,,0.01,,10.64
9/21/19,12:00 AM,0.26,0.8,7,6,,0.012,,6.653
9/22/19,12:00 AM,0.2,1.6,7.7,6,,0.011,,6.368
9/23/19,12:00 AM,0.22,0.5,7.4,6.9,,0.021,,7.19
9/24/19,12:00 AM,0.25,1.7,9.3,7.5,,0.021,,8.253
9/25/19,12:00 AM,0.27,3,13.3,10.2,,0.023,,9.989
9/26/19,12:00 AM,0.23,1.4,9.9,8.4,,0.018,,9.452
9/27/19,12:00 AM,0.13,0.5,4.9,4.4,,0.023,,4.707
9/28/19,12:00 AM,0.14,0.6,5.2,4.4,,0.021,,4.716
9/29/19,12:00 AM,0.12,1,6.7,5.8,,0.016,,5.75
9/30/19,12:00 AM,0.13,1.9,8.2,6.2,,0.016,,6.421
10/1/19,12:00 AM,0.53,6.4,17.8,11.2,,0.012,,11.551
10/2/19,12:00 AM,0.63,10.7,26.2,15.4,,0.008,,17.314
10/3/19,12:00 AM,0.28,1.6,12.9,11.2,,0.017,,12.127
10/4/19,12:00 AM,0.22,1.7,11.3,9.5,,0.016,,10.423
10/5/19,12:00 AM,0.29,2.1,12.7,10.5,,0.014,,10.726
10/6/19,12:00 AM,0.21,2.6,10.2,7.6,,0.01,,8.923
10/7/19,12:00 AM,0.36,1.5,8.7,7,,0.019,,7.416
10/8/19,12:00 AM,0.19,1,6.9,5.8,,0.022,,6.537
10/9/19,12:00 AM,0.07,1.8,9,7.2,,0.017,,7.338
10/10/19,12:00 AM,0.19,5.2,16,10.8,,0.01,,10.683
10/11/19,12:00 AM,0.28,4.9,18.2,13.2,,0.016,,13.638
10/12/19,12:00 AM,0.57,10.9,30,19,,0.007,,19.089
10/13/19,12:00 AM,0.72,4.1,19.9,15.7,,0.011,,16.089
10/14/19,12:00 AM,0.47,5.1,22.3,17.1,,0.012,,17.532
10/15/19,12:00 AM,0.68,8.9,25.9,16.9,,0.007,,17.143
10/16/19,12:00 AM,0.56,5.8,20.7,14.8,,0.014,,14.605
10/17/19,12:00 AM,0.3,0.7,7.8,7,,0.024,,7.527
10/18/19,12:00 AM,0.24,0.8,8.6,7.7,,0.021,,9.107
10/19/19,12:00 AM,0.23,0.9,8,7,,0.022,,7.734
10/20/19,12:00 AM,0.2,0.6,6.6,5.8,,0.022,,6.112
10/21/19,12:00 AM,0.2,0.9,9.8,8.8,,0.021,,8.96
10/22/19,12:00 AM,0.07,0.3,6.1,5.7,,0.023,,6.253
10/23/19,12:00 AM,0.14,3.1,12.8,9.6,,0.012,,9.734
10/24/19,12:00 AM,1.01,32.3,49.2,16.8,,0.001,,17.327
10/25/19,12:00 AM,0.47,10.9,23.8,12.8,,0.011,,13.305
10/26/19,12:00 AM,0.22,1.7,9.9,8,,0.019,,8.123
10/27/19,12:00 AM,0.15,1.7,8.3,6.5,,0.013,,6.63
10/28/19,12:00 AM,0.39,7.2,18.6,11.2,,0.009,,11.257
10/29/19,12:00 AM,0.11,1,7.9,6.8,,0.026,,6.723
10/30/19,12:00 AM,0.3,3.1,17.7,14.5,,0.015,,14.215
10/31/19,12:00 AM,0.78,13.6,36.8,23.1,,0.005,,22.623
11/1/19,12:00 AM,0.47,5.6,21.3,15.6,,0.008,,14.746
11/2/19,12:00 AM,0.47,6.2,22.7,16.4,,0.007,,15.399
11/3/19,12:00 AM,0.34,5.2,18.3,13,,0.008,,12.095
11/4/19,12:00 AM,0.27,2.8,14.8,11.8,,0.006,,11.529
11/5/19,12:00 AM,0.33,7.5,19.7,12.1,,0.004,,12.006
11/6/19,12:00 AM,0.46,7,21.1,13.9,,0.002,,13.268
11/7/19,12:00 AM,0.91,29.4,46.3,16.8,,0,,17.093
11/8/19,12:00 AM,1.05,26.7,42.5,15.7,,0.006,,15.464
11/9/19,12:00 AM,0.23,1.4,12.6,11.1,,0.011,,10.794
11/10/19,12:00 AM,0.25,2.6,13.9,11.2,,0.005,,10.732
11/11/19,12:00 AM,0.7,21.5,36.4,14.7,,0.003,,15.129
11/12/19,12:00 AM,0.44,7.9,22,14,,0.002,,13.943
11/13/19,12:00 AM,0.36,7.6,18.8,11.1,,0.004,,11.22
11/14/19,12:00 AM,0.88,21,37.5,16.4,,0,,15.762
11/15/19,12:00 AM,0.35,2.5,11.3,8.7,,0.015,,8.914
11/16/19,12:00 AM,0.39,3.1,16.4,13.2,,0.008,,13.893
11/17/19,12:00 AM,0.28,0.9,9.9,8.9,,0.012,,9.329
11/18/19,12:00 AM,0.36,6,17.4,11.3,,0.009,,11.898
11/19/19,12:00 AM,0.29,0.5,8.3,7.8,,0.019,,8.155
11/20/19,12:00 AM,0.23,2.9,13.1,10.1,,0.008,,10.577
11/21/19,12:00 AM,1.09,27.5,42.5,15,,0.001,,15.197
11/22/19,12:00 AM,1.47,49.4,69,19.5,,0,,19.373
11/23/19,12:00 AM,0.85,18.9,29.7,10.7,,0.012,,10.335
11/24/19,12:00 AM,0.26,0.7,8,7.2,,0.023,,7.517
11/25/19,12:00 AM,0.26,0.9,10.3,9.3,,0.021,,10.197
11/26/19,12:00 AM,0.27,0.9,7.9,6.9,,0.023,,6.931
11/27/19,12:00 AM,0.33,0.5,8.1,7.4,,0.025,,7.748
11/28/19,12:00 AM,0.29,0.6,8,7.3,,0.021,,7.03
11/29/19,12:00 AM,0.31,1.7,12.7,10.9,,0.014,,10.971
11/30/19,12:00 AM,0.32,4.4,16.3,11.7,,0.013,,11.083
12/1/19,12:00 AM,0.31,1.2,11.1,9.8,,0.02,,10.125
12/2/19,12:00 AM,1.1,28.1,48.2,20,,0.005,,20.408
12/3/19,12:00 AM,1.08,11.3,29,17.6,,0.004,,18.723
12/4/19,12:00 AM,0.66,3.7,18,14.2,,0.008,,14.402
12/5/19,12:00 AM,0.9,24,38.4,14.3,,0.007,,13.292
12/6/19,12:00 AM,1.24,37,53.3,16.2,,0.001,,16.228
12/7/19,12:00 AM,0.4,4,13.4,9.4,,0.008,,10.615
12/8/19,12:00 AM,0.35,3.5,14.6,11.1,,0.006,,10.933
12/9/19,12:00 AM,0.22,1.4,12.4,10.9,,0.004,,10.653
12/10/19,12:00 AM,0.56,10.2,24.4,14.1,,0,,14.48
12/11/19,12:00 AM,0.42,6.4,21.6,15.2,,0.006,,15.015
12/12/19,12:00 AM,0.33,0.5,7.5,7,,0.029,,8.755
12/13/19,12:00 AM,0.36,0.5,11.1,10.5,,0.024,,11.124
12/14/19,12:00 AM,0.29,1,12.7,11.5,,0.015,,11.897
12/15/19,12:00 AM,0.24,1.3,11.6,10.2,,0.015,,10.247
12/16/19,12:00 AM,0.31,2.8,15.5,12.6,,0.012,,13.807
12/17/19,12:00 AM,1.19,24,44.9,20.8,,0.006,,21.84
12/18/19,12:00 AM,1.26,21.1,40.8,19.5,,0.007,,20.509
12/19/19,12:00 AM,0.4,1.4,12.5,11,,0.02,,11.173
12/20/19,12:00 AM,0.39,1.4,19.5,18.1,,0.022,,17.926
12/21/19,12:00 AM,0.29,0.2,7.6,7.4,,0.029,,7.618
12/22/19,12:00 AM,0.31,0.7,7.8,7,,0.015,,7.3
12/23/19,12:00 AM,0.4,2.9,17,14,,0.011,,14.084
12/24/19,12:00 AM,0.7,10.1,26.8,16.6,,0.005,,17.188
12/25/19,12:00 AM,0.38,3.2,15.2,11.9,,0.005,6.2,11.903
12/26/19,12:00 AM,0.73,16.2,31.6,15.3,,0.001,5.5,16.136
12/27/19,12:00 AM,,,,,,0.01,,12.228
12/28/19,12:00 AM,0.66,8.5,23.4,14.8,,0.006,,15.181
12/29/19,12:00 AM,0.71,5.1,16.3,11,,0.009,,11.542
12/30/19,12:00 AM,0.45,2.2,13.5,11.2,,0.013,,10.658
12/31/19,12:00 AM,,,,,,0.024,6.2,5.303
1/1/20,12:00 AM,0.36,-0.3,2,1.9,,0.035,8.2,2.095
1/2/20,12:00 AM,0.3,0.8,9.7,8.8,,0.025,,9.839
1/3/20,12:00 AM,0.74,13.2,31.3,18,,0.018,,15.987
1/4/20,12:00 AM,,,,,,0.033,,4.755
1/5/20,12:00 AM,,,,,,0.028,,5.012
1/6/20,12:00 AM,,,,,,0.029,,6.257
1/7/20,12:00 AM,0.38,0.8,7.1,6.1,,0.028,0.9,6.644
1/8/20,12:00 AM,0.35,0.7,8.4,7.6,,0.028,2.2,7.984
1/9/20,12:00 AM,0.39,3.6,21.3,17.6,,0.008,6.2,17.197
1/10/20,12:00 AM,0.32,0.7,9,8.2,,0.022,1.4,8.703
1/11/20,12:00 AM,0.34,0.1,4,3.8,,0.032,2.1,4.331
1/12/20,12:00 AM,0.39,0.1,2.8,2.6,,0.034,0.9,3.072
1/13/20,12:00 AM,0.37,0.8,11.4,10.5,,0.023,3.3,9.993
1/14/20,12:00 AM,0.34,0.6,8.5,7.9,,0.025,2.9,7.882
1/15/20,12:00 AM,0.38,0.3,5.3,4.8,,0.033,-0.2,4.894
1/16/20,12:00 AM,0.41,1.2,10.5,9.2,,0.025,2.4,10.51
1/17/20,12:00 AM,0.43,3.8,17.8,14,,0.018,3.2,13.636
1/18/20,12:00 AM,0.35,1.1,7.9,6.6,,0.026,1.2,7.275
1/19/20,12:00 AM,0.41,4.6,14.6,9.9,,0.02,1.3,10.504
1/20/20,12:00 AM,0.89,13.5,31.5,17.9,,0.012,4.1,18.007
1/21/20,12:00 AM,0.49,2.5,12.6,10,,0.027,2.6,10.749
1/22/20,12:00 AM,0.37,1,11.3,10.2,,0.02,1.5,11.178
1/23/20,12:00 AM,0.44,4.1,19.1,14.9,,0.015,1.3,15.899
1/24/20,12:00 AM,0.4,1.2,11,9.7,,0.024,1.7,11.048
1/25/20,12:00 AM,0.35,0.8,8.5,7.6,,0.018,1.8,7.744
1/26/20,12:00 AM,0.4,0.6,5.5,4.9,,0.03,2.4,5.341
1/27/20,12:00 AM,0.37,1,9.2,8.1,,0.026,0.9,8.455
1/28/20,12:00 AM,0.41,0.9,11.5,10.5,,0.023,2.2,11.465
1/29/20,12:00 AM,0.39,1.9,15.2,13.2,,0.014,1.7,13.842
1/30/20,12:00 AM,0.45,3.4,16.7,13.2,,0.01,4.5,13.502
1/31/20,12:00 AM,0.4,0.4,5.7,5.2,,0.025,0,5.807
2/1/20,12:00 AM,0.34,0.1,1.9,1.7,,0.035,1.1,2.109
2/2/20,12:00 AM,0.39,0.9,10.7,9.8,,0.022,4.1,9.732
2/3/20,12:00 AM,0.37,1.8,13.1,11.2,,0.018,3,11.366
2/4/20,12:00 AM,0.46,5.3,23.7,18.3,,0.009,4.9,18.601
2/5/20,12:00 AM,0.44,1.1,12.8,11.6,,0.02,1.4,11.81
2/6/20,12:00 AM,0.52,5.7,22.1,16.4,,0.014,1.6,14.857
2/7/20,12:00 AM,0.42,1.3,9,7.6,,0.027,2.2,7.743
2/8/20,12:00 AM,0.39,0.3,4.5,4.2,,0.028,2.7,4.778
2/9/20,12:00 AM,0.53,2.4,13.2,10.7,,0.014,4.8,11.234
2/10/20,12:00 AM,0.47,6.2,21,14.7,,0.007,6.9,14.808
2/11/20,12:00 AM,0.48,5,19.2,14.1,,0.009,6.8,14.02
2/12/20,12:00 AM,,6.4,24.3,17.8,,0.008,5.4,18.743
2/13/20,12:00 AM,,5.7,16.7,10.9,,0.016,4.5,
2/14/20,12:00 AM,0.39,0.2,3.7,3.5,,0.033,1.5,4.108
2/15/20,12:00 AM,0.44,0.6,7,6.3,,0.028,0.8,6.964
2/16/20,12:00 AM,,0.3,4.5,4.1,,0.03,2.9,4.384
2/17/20,12:00 AM,0.42,3.2,15,11.7,,0.022,3.5,11.415
2/18/20,12:00 AM,0.37,1.7,11.4,9.6,,0.018,2.5,9.146
2/19/20,12:00 AM,0.5,4.1,16.8,12.6,,0.02,2.7,12.749
2/20/20,12:00 AM,0.9,18.6,41.4,22.8,,0.015,4.4,23.159
2/21/20,12:00 AM,0.66,4.2,18.1,13.8,,0.02,5,13.321
2/22/20,12:00 AM,0.47,1.9,16.8,14.8,,0.019,4.7,15.31
2/23/20,12:00 AM,0.4,0.2,4.1,3.8,,0.031,4.4,3.676
2/24/20,12:00 AM,0.33,0.5,6.5,5.9,,0.034,4.5,6.021
2/25/20,12:00 AM,0.6,7.1,23.8,16.6,,0.013,6.5,18.113
2/26/20,12:00 AM,0.44,4,19,14.9,,0.017,4.9,15.701
2/27/20,12:00 AM,0.63,5.9,19.2,13.2,,0.013,3.7,13.753
2/28/20,12:00 AM,0.57,4.9,14.6,9.6,,0.02,4,9.291
2/29/20,12:00 AM,0.4,0.5,4.2,3.6,,0.035,1.5,3.796
3/1/20,12:00 AM,0.45,1,8,6.9,,0.026,4.2,6.675
3/2/20,12:00 AM,0.42,0.4,7,6.5,,0.026,2.5,6.819
3/3/20,12:00 AM,0.41,0.4,4.6,4.1,,0.027,-0.3,4.62
3/4/20,12:00 AM,0.55,1.1,10.3,9.1,0.221,0.027,5.7,10.311
3/5/20,12:00 AM,0.64,2,10.8,8.7,0.202,0.023,3.5,9.008
3/6/20,12:00 AM,0.52,1.1,14.3,13.1,0.235,0.023,2.1,13.955
3/7/20,12:00 AM,0.57,1,11.5,10.4,0.232,0.022,4.5,10.231
3/8/20,12:00 AM,0.48,0.8,9.3,8.4,0.21,0.025,3.4,8.434
3/9/20,12:00 AM,0.5,3.5,15.1,11.6,0.248,0.017,4.5,11.36
3/10/20,12:00 AM,0.55,2,10.5,8.4,0.2,0.023,2,8.63
3/11/20,12:00 AM,0.47,0.8,7.3,6.4,0.19,0.032,2.9,6.702
3/12/20,12:00 AM,0.49,3.7,14.6,10.8,0.239,0.025,3.7,10.528
3/13/20,12:00 AM,0.49,0.4,6.5,6,0.184,0.029,3.3,6.073
3/14/20,12:00 AM,0.51,0.3,4.8,4.3,0.169,0.032,3.6,4.314
3/15/20,12:00 AM,0.51,0.4,5.3,4.8,0.191,0.033,2.9,4.603
3/16/20,12:00 AM,0.59,1.5,10,8.5,0.21,0.027,3.5,8.112
3/17/20,12:00 AM,0.92,8.3,25.7,17.4,0.297,0.014,7.9,17.199
3/18/20,12:00 AM,0.96,7.4,27.6,20.1,0.276,0.016,10.8,19.44
3/19/20,12:00 AM,0.99,8.3,27.7,19.3,0.293,0.018,12.6,18.895
3/20/20,12:00 AM,0.78,8,22.9,14.8,0.234,0.026,11.2,13.152
3/21/20,12:00 AM,0.74,3.7,20.3,16.4,0.215,0.018,10,17.187
3/22/20,12:00 AM,0.59,1.2,8.5,7.2,0.232,0.025,10.2,6.408
3/23/20,12:00 AM,0.54,0.4,4.6,4.1,0.166,0.034,1.3,4.743
3/24/20,12:00 AM,,0.9,8.1,7.1,0.183,0.027,1.4,7.642
3/25/20,12:00 AM,,1.6,10.3,8.6,0.191,0.023,2.7,9.03
3/26/20,12:00 AM,,0.7,7.2,6.4,0.185,0.031,4.8,6.678
3/27/20,12:00 AM,,0.4,6.5,5.9,0.194,0.032,3.7,6.196
3/28/20,12:00 AM,0.54,0.3,4.5,4.1,0.177,0.03,0.6,4.458
3/29/20,12:00 AM,0.52,0.1,1.9,1.7,0.132,0.033,0.4,1.954
3/30/20,12:00 AM,0.54,0.3,3.7,3.2,0.153,0.034,0,3.639
3/31/20,12:00 AM,0.5,0.3,4.5,4.1,0.158,0.032,0.6,4.481
4/1/20,12:00 AM,0.57,1.1,7.5,6.4,0.179,0.028,2.1,6.582
4/2/20,12:00 AM,0.59,1.8,8.3,6.4,0.197,0.023,2.5,6.52
4/3/20,12:00 AM,0.54,0.4,3.5,3,0.162,0.03,1.5,3.149
4/4/20,12:00 AM,0.63,1,5.3,4.3,0.179,0.028,2,4.401
4/5/20,12:00 AM,0.74,0.6,5,4.3,0.173,0.03,1.8,4.253
4/6/20,12:00 AM,0.71,1.4,9.1,7.6,0.181,0.03,2.8,7.487
4/7/20,12:00 AM,0.64,1.8,10.5,8.6,0.186,0.03,5.6,8.462
4/8/20,12:00 AM,0.71,2.6,12.6,10,0.2,0.029,8.3,9.492
4/9/20,12:00 AM,0.73,3,12,8.9,0.199,0.031,6.8,8.367
Minimum,,0.07,-0.3,1.9,1.7,0.132,0,-0.3,1.954
MinDate,,9-Oct,1-Jan,1-Feb,1-Feb,29-Mar,22-Oct,3-Mar,29-Mar
MinTime,,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00
Maximum,,2.92,87.1,112,36.4,0.297,0.043,12.6,38.476
MaxDate,,20-Nov,20-Nov,20-Nov,22-Aug,17-Mar,19-Mar,19-Mar,22-Aug
MaxTime,,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00
Avg,,0.71,4.8,15.2,10.3,0.201,0.019,3.5,10.622
Num,,662,697,697,697,37,691,98,701
Data[%],,93,98,98,98,5,97,13,98
STD,,0.3,7.9,12,5.2,0,0,2.5,5.2